id,source,source_date_accessed,source_id,short_title,author,year,genre,gender,translator,title,publication,format,catalogue_numbers,notes,further_editions
1145,GARSIDE1800-1829,20100817,1815A002,"Royal Wanderer, or the Exile of England, The",ALGERNON,1815,?,Male,,"THE ROYAL WANDERER, OR THE EXILE OF ENGLAND. A TALE. BY ALGERNON. IN THREE VOLUMES","London:                     Printed for J. Johnston, 98, Cheapside, 1815",3 vols (I 248p; II 231p; III 190p). 12&deg;,Corvey; CME 3-628-47039-0; EN2 1815: 15; NSTC A896; xOCLC,"ECB 505 lists Newman edn, 1815; but not discovered in this form",
1159,GARSIDE1800-1829,20100817,1815A016,"Maria; or, the Hollanders",LOUIS BUONAPARTE,1815,?,Male,Edward Augustus KENDALL,"MARIA; OR, THE HOLLANDERS: BY LOUIS BUONAPARTE. IN THREE VOLUMES","London:                     Printed by J. Gillet, Crown-Court, Fleet-Street, for H. Colburn, Conduit-Street; and Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1815","3 vols (I xvi, 225p; II 189p; III 251p). 12&deg;",BL N.1820; ECB 64; EN2 1815: 17; NSTC L2387; OCLC 5381478,"Trans. of <i>Marie, ou les Hollandoises</i> (Paris, 1814), which is the second edition of <i>Marie, ou les peines de l'amour</i> (Gratz, 1812). Preface to the Translation, signed E. A. K., 6 Feb 1815. OCLC identifies the translator as probably Edward Augustus Kendall (?1776&ndash;1842). This identification is substantiated by the Longman Divide Ledger entry, where 'Mr Kendall' receives payment as the translator&mdash;see Publishing Papers (click on link below)",Boston 1815 (OCLC)
1164,GARSIDE1800-1829,20100817,1815A021,Memoirs of an Old Wig,Richard FENTON,1815,?,Male,,MEMOIRS OF AN OLD WIG,"London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1815","1 vol.  (xvi, 164p). 8&deg;",Dt OLS.B&ndash;1&ndash;978; ECB 379; EN2 1815: 23; NSTC F469; OCLC 4110741,"Vignette illustration of a wig (t.p.); Preface signed 'the Editor'. OCLC notes also attributed to Samuel Rogers, citing H&L",
1166,GARSIDE1800-1829,20100817,1815A023,Howard,John GAMBLE,1815,?,Male,,"HOWARD; BY JOHN GAMBLE, ESQ. AUTHOR OF IRISH SKETCHES, SARSFIELD, &C. IN TWO VOLUMES","London:                     Printed for Baldwin, Cradock, and Joy, 47, Paternoster Row, 1815",2 vols (I 228p; II 208p). 12&deg;,Corvey; CME 3-628-47908-8; ECB 222; EN2 1815: 25; NSTC G124; xOCLC,"Text proper in vol. 1 ends at p. 226, followed by advs, pp. [227]&ndash;228",
1168,GARSIDE1800-1829,20100817,1815A025,France & England,Edward Castleton GIFFARD,1815,?,Male,,"FRANCE & ENGLAND; OR, SCENES IN EACH. COMPILED FROM THE ORIGINAL PAPERS, BY EDWARD CASTLETON GIFFARD, ESQ. IN TWO VOLUMES","London:                     Printed for G. & S. Robinson, 25, Paternoster-Row, by T. Davison, White-Friars, 1815",2 vols (I 204p; II 204p). 12&deg;,Corvey; CME 3-628-47816-2; ECB 230; EN2 1815: 27; xNSTC; xOCLC,"The Editor's Preface' is signed G. C. Giffard [sic], London, 5 Mar 1814; the novel itself with intitials E. C. G. at the end",
1172,GARSIDE1800-1829,20100817,1815A029,"Discontented Man, The",Anthony Frederick HOLSTEIN,1815,?,Male,,"THE DISCONTENTED MAN; OR LOVE AND REASON. A NOVEL. IN THREE VOLUMES. BY ANTHONY FREDERICK HOLSTEIN, AUTHOR OF SIR OWEN GLENDOWR; LOVE, MYSTERY, AND MISERY; BOUVERIE; THE INHABITANTS OF EARTH; MODERN KATE; MISERIES OF AN HEIRESS; LADY DURNEVOR; SCOTCHWOMAN, &C. &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1815","3 vols (I xi, 219p; II 225p; III 244p). 12&deg;",Corvey; CME 3-628-47734-4; ECB 278; EN2 1815: 31; NSTC H2274; OCLC 45622950,Preface dated Jan 1815,
1174,GARSIDE1800-1829,20100817,1815A031,Hawthorn Cottage,John JONES,1815,?,Male,,"HAWTHORN COTTAGE; OR, THE TWO CUPIDS: A TALE, IN TWO VOLUMES. BY J. JONES","London:                     Printed for James Asperne, at the Bible, Crown, and Constitution, 32, Cornhill, 1815","2 vols (I xv, 293p; II xxi, 330p). 12&deg;",Corvey; CME 3-628-47999-1; ECB 312; EN2 1815: 33; NSTC J943; xOCLC,,"Philadelphia 1815, as <i>Hawthorn Cottage; a Tale, in Three Parts</i> (OCLC)"
1176,GARSIDE1800-1829,20100817,1815A033,"History of Mr John Decastro and his Brother Bat, The",John MATHERS,1815,?,Male,,"THE HISTORY OF MR. JOHN DECASTRO AND HIS BROTHER BAT, COMMONLY CALLED OLD CRAB. IN FOUR VOLUMES. THE MERRY MATTER WRITTEN BY JOHN MATHERS; THE GRAVE BY A SOLID GENTLEMAN","London:                     Printed for T. Egerton, Whitehall, 1815","4 vols (I vi, 338p; II 404p; III 366p; IV 406p). 12&deg;",Corvey; CME 3-628-47715-8; EN2 1815: 35; NSTC M1648; OCLC 4329108,"Dedication to the Right Honourable Earl of ******, signed John Mathers, and the Solid Gentleman. Block and Summers attribute to George Colman the Younger. An article devoted to this novel in <i>Blackwood's Magazine</i> 81 (Jan 1857), 99&ndash;121 is, however, unable to identify the author. See also the same author's <a href=""titleDetails.asp?title=1817A040""><i>History of Elsmere and Rosa</i></a> (EN2 1817: 41)",1834 (NSTC); Boston 1815 (OCLC)
1178,GARSIDE1800-1829,20100817,1815A035,Chronicles of the Ton,Henry MORDAUNT,1815,?,Male,,"CHRONICLES OF THE TON; OR A SPRING AND SUMMER IN LONDON. BY HENRY MORDAUNT, ESQ. IN THREE VOLUMES","London:                     Printed for the Booksellers, 1815",3 vols (I 260p; II 215p; III 232p). 12&deg;,CtY In.M811.815; EN2 1815: 37; xNSTC; OCLC 47223655,,
1186,GARSIDE1800-1829,20100817,1815A043,Bardouc,Adrien de SARRAZIN,1815,?,Male,,"BARDOUC; OR, THE GOAT-HERD OF MOUNT TAURUS: AN EASTERN TALE. TRANSLATED FROM THE FRENCH OF ADRIEN DE SARRAZIN","London:                     Printed by B. M'Millan, Bow-Street, Covent-Garden: sold by Sherwood, Neely, and Jones, Paternoster-Row, 1815","1 vol.  (iv, 187p). 12&deg;",BL 12655.bb.37; EN2 1815: 45; NSTC S475; xOCLC,"Trans. of <i>Bardouc, ou le p޽tre du Mont-Taurus</i> (Paris, 1814)",1821 (NSTC); Boston 1850 (OCLC)
1189,GARSIDE1800-1829,20100817,1815A046,Varieties of Life,Orton SMITH,1815,?,Male,,"VARIETIES OF LIFE; OR, CONDUCT AND CONSEQUENCES. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF ""SKETCHES OF CHARACTER.""","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row, 1815",3 vols (I 346p; II 270p; III 295p). 12&deg;,Corvey; CME 3-628-48860-5; ECB 610; EN2 1815: 12; NSTC V132; OCLC 6072288,"For tentative author attribution, see <a href=""../guide/update1.html"">EN2 Update 1</a> and Publishing Papers (click on link below)",Philadelphia 1816 (NSTC)
1191,GARSIDE1800-1829,20100817,1815A048,"Magic of Wealth, The",Thomas Skinner SURR,1815,?,Male,,"THE MAGIC OF WEALTH. A NOVEL. IN THREE VOLUMES. BY T. S. SURR, AUTHOR OF A WINTER IN LONDON, &C","London:                     Printed for T. Cadell & W. Davies, Strand; by G. Sidney, Northumberland Street, 1815",3 vols (I 276p; II 267p; III 240p). 12&deg;,Corvey; CME 3-628-48737-4; ECB 570; EN2 1815: 49; NSTC S4390; OCLC 52860863,"Dedication 'to Sir William Paxton, of Middleton Hall, Caermarthenshire'. 'Advertisement' dated Islington, Mar 1815. Text in vol. 3 ends on p. 222, followed by 'Notes', pp. [224]&ndash;240",Philadelphia 1815 (OCLC)
1196,GARSIDE1800-1829,20100817,1815A053,"Journal of Llewellin Penrose, The",William WILLIAMS,1815,?,Male,,"THE JOURNAL OF LLEWELLIN PENROSE, A SEAMAN. IN FOUR VOLUMES","London:                     Printed for John Murray, Albemarle Street, and William Blackwood, Edinburgh, 1815","4 vols (I xvi, 239p; II 217p; III 215p; IV 197p). 8&deg;",Corvey; CME 3-628-47922-3; ECB 314; EN2 1815: 54; NSTC W2145; OCLC 6254892,"Dedication to Benjamin West, Esq., signed John Eagles. 'Advertisement' signed John Eagles. Text dated New York, 2 May 1783 at end. Williams (1727&ndash;91), who was a painter and the first tutor of Benjamin West, wrote the novel in America between 1774 and 1775, and it has been consequently claimed as the first novel written in America. The published version of 1815 was much altered by Williams's benefactor in Bristol, Thomas Eagles, and was later re-submitted for publication by his son, the Revd John Eagles. For an edn based on Williams's original manuscript and a useful introduction describing its publication history, see David Howard Dickason, <i>Mr Penrose: The Journal of Penrose, Seaman</i> (Bloomington: Indiana University Press, 1969); also, for supplementary details, see <a href=""../guide/update1.html"">EN2 Update 1</a> and Publishing Papers (click on link below)","New edn [1 vol. abridged] 1825 (NSTC); German trans., 1817 [as <i>Der neue Robinson, oder Tagebuch Llewellin Penroses, eines Matrosen</i> (RS)]"
1161,GARSIDE1800-1829,20100817,1815A018,"Invisible Hand, The",W. CLAYTON,1815,?|potgoth,Male,,THE INVISIBLE HAND. A TALE,"London:                     Printed for Cadell & Davies, in the Strand, and Hatchard, Piccadilly, 1815",1 vol.  (160p). 12&deg;,Corvey; CME 3-628-47939-8; EN2 1815: 19; NSTC I396; OCLC 21992043,"ECB 120 lists Cadell edn, 1817","2nd edn 1817 (with 'By W. Clayton' on t.p., and also containing dedication 'to Mrs. Clayton, of Highbury Place [&hellip;] by her dutiful, indebted, and affectionate son, the author' (MH 18478.7.5)); New York 1815 (OCLC)"
1144,GARSIDE1800-1829,20100817,1815A001,"Month at Brussels, A",John AGG,1815,?|satire,Male,,"A MONTH AT BRUSSELS, A SATIRICAL NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF ""A MONTH IN TOWN,"" ""REJECTED ODES,"" ""GENERAL POST BAG,"" &C. &C","London:                     Printed for M. Iley, Somerset Street, Portman Square, sold by Sherwood, Neely, and Jones, Paternoster Row, and all Booksellers, 1815","3 vols (I vii, 184p; II 180p; III 185p). 12&deg;",Corvey; CME 3-628-48274-7; EN2 1815: 14; NSTC A590; xOCLC,"Preface dated London, 22 Aug 1815. Collates in sixes",
1156,GARSIDE1800-1829,20100817,1815A013,Theresa,ANON,1815,a,Male,,"THERESA; OR, THE WIZARD'S FATE. A ROMANCE. IN FOUR VOLUMES. BY A MEMBER OF THE INNER TEMPLE","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1815",4 vols (I 258p; II 262p; III 259p; IV 258p). 12&deg;,Corvey; CME 3-628-48951-2; EN2 1815: 11; NSTC T596; OCLC 5824805,,
1165,GARSIDE1800-1829,20100817,1815A022,"Majolo, The",John GALT,1815,goth,Male,,THE MAJOLO: A TALE,"London:                     Published by H. Colburn, Conduit Street, Hanover Square, 1815",1 vol.  (252p). 12&deg;,Corvey; CME 3-628-48150-3; ECB 222; EN2 1815: 24; xNSTC; OCLC 13313525,Introductory Address' dated Apr 1815,"1816 (BL 12613.g.6; NSTC 2G1384). This 2-volumed edn contains additional text, as explained in a Preface, vol. 1, pp. [iii]-iv, dated 'Lindsey Place, Chelsea, November 5, 1816. The imprint of the BL copy of this edn reads: 'Printed for T. Faulkner, Bookseller, Paradise Row, Chelsea; and Sherwood, Neely, and Jones, Paternoster Row'. Galt is acknowledged as the author on t.p"
1187,GARSIDE1800-1829,20100817,1815A044,Guy Mannering,Sir Walter SCOTT,1815,goth,Male,,"GUY MANNERING; OR, THE ASTROLOGER. BY THE AUTHOR OF ""WAVERLEY."" IN THREE VOLUMES","Edinburgh:                     Printed by James Ballantyne and Co. for Longman, Hurst, Rees, Orme, and Brown, London; and Archibald Constable and Co., 1815",3 vols (I 341p; II 346p; III 358p). 12&deg;,BL 636.e.2; ECB 249; EN2 1815: 46; NSTC S866; OCLC 2384073,,"2nd edn 1815 (Corvey), CME 3-628-48617-3; 3rd edn 1815 (NSTC); 4th edn 1817 (NSTC); 6th edn 1820 (NSTC); Boston, 1815 (OCLC); French trans., 1816; German trans., 1816 [as <i>Der Astrolog; eine caledonische Wundersgage</i> (NSTC)]. Numerous reprintings in collected edns"
1218,GARSIDE1800-1829,20100817,1816A022,Adolphe,Benjamin Henri CONSTANT DE REBECQUE,1816,?,Male,Alexander WALKER,"ADOLPHE: AN ANECDOTE FOUND AMONG THE PAPERS OF AN UNKNOWN PERSON, AND PUBLISHED BY M. BENJAMIN DE CONSTANT","London:                     Printed for H. Colburn, Conduit Street, 1816","1 vol.  (xvi, 222p). 12&deg;",BL 837.b.30; EN2 1816: 22; NSTC 2C34835; xOCLC,"Trans. of <i>Adolphe: anecdote trouv޸e dans les papiers d&rsquo;un inconnu</i> (Paris, 1816). Includes 'Preface to the second French edition; or an essay on the character and the moral result of the work'",Philadelphia 1817 (OCLC)
1220,GARSIDE1800-1829,20100817,1816A024,Sancho,John William CUNNINGHAM,1816,?,Male,,"SANCHO, OR THE PROVERBIALIST","London:                     Printed by Ellerton and Henderson, Johnson's Court, for T. Cadell and W. Davies, Strand; and J. Hatchard, Piccadilly, 1816",1 vol.  (181p). 12&deg;,C Syn.7.81.101; ECB 147; EN2 1816: 24; NSTC 2C46845; OCLC 13320595,Dedication dated May 1816,2nd edn 1816 (NSTC); 3rd edn 1817 (NSTC); Boston 1817 (NSTC) [also New York 1817 (NSTC)]
1221,GARSIDE1800-1829,20100817,1816A025,Mehaled and Sedli,Johann Friedrich Hugo von DALBERG,1816,?,Male,,"MEHALED AND SEDLI; OR, THE HISTORY OF A DRUSE FAMILY: WITH SOME ACCOUNT OF THE DRUSES, AN ANCIENT PEOPLE OF SYRIA. IN TWO VOLUMES. BY THE BARON DE DALBERG, BROTHER OF THE GRAND DUKE OF FRANKFORT","London:                     Printed for Gale and Fenner, Paternoster-Row, 1816","2 vols (I iv, 202p; II 203p). 12&deg;",Corvey; CME 3-628-47389-6; EN2 1816: 25; NSTC 2D703; OCLC 44599811,"Trans. of <i>Geschichte einer Drusenfamilie</i> (Frankfurt, 1808). 'Advertisement' quotes from 'an English critic' (presumably a review of the German original)",
1226,GARSIDE1800-1829,20100817,1816A030,"Sons of St David, The",Griffiths ap GRIFFITHS,1816,?,Male,,"THE SONS OF ST. DAVID. A CAMBRO-BRITISH HISTORICAL TALE, OF THE FOURTEENTH CENTURY. WITH EXPLANATORY NOTES AND REFERENCES. IN THREE VOLUMES. BY GRIFFITHS AP GRIFFITHS, ESQ","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1816","3 vols (I ii, 232p; II 222p; III 236p). 12&deg;",Corvey; CME 3-628-47821-9; ECB 246; EN2 1816: 31; NSTC 2G23032; xOCLC,Notes' at end of each vol,
1239,GARSIDE1800-1829,20100817,1816A043,Castlethorpe Lodge,George LIPSCOMB,1816,?,Male,,"CASTLETHORPE LODGE; OR, THE CAPRICIOUS MOTHER. INCLUDING THE CURIOUS ADVENTURES OF ANDREW GLASMORE, A NOVEL, IN THREE VOLUMES. BY THE AUTHOR OF ""MODERN TIMES, OR ANECDOTES OF AN ENGLISH FAMILY;""&#8212;""THE GREY FRIAR, AND THE BLACK SPIRIT OF THE WYE,"" &C. SECOND EDITION","London:                     Printed and published by Allen and Co. No. 15, Paternoster-Row, 1816",3 vols (I 237p; II 216p; III 208p). 12&deg;,Corvey; CME 3-628-47237-7; EN2 1816: 27; xNSTC; xOCLC,"For attribution to Lipscomb rather than, as previously, John English (a pseudonym), see <a href=""../guide/update1.html"">EN2 Update 1</a>. Drop-head title reads: 'The Capricious Mother'. A novel titled <i>The Capricious Mother; or Accidents and Chances</i>, 3 vols, 15s, is listed in the New Publications listings of ER and QR for July 1812 and Mar 1812 respectively, and this possibly represents the 1st edn of this work, though no copy with this title has been located. Also listed in Tyrrell Catalogue as 'Capricious Mother, or Accidents and Chances': see Contemporary Libraries (click on link below)",
1246,GARSIDE1800-1829,20100817,1816A050,"Love, Rashness, and Revenge",Rippin PORTER,1816,?,Male,,"LOVE, RASHNESS, AND REVENGE; OR, TALES OF THREE PASSIONS. IN TWO VOLUMES. BY RIPPIN PORTER, ESQ","London:                     Printed for W. Simpkin and R. Marshall, Stationers' Court, Paternoster Row. By J. Noble, Market-Place, Boston, 1816","2 vols (I xi, 264p; II 318p). 12&deg;",Corvey; CME 3-628-48363-8; ECB 464; EN2 1816: 50; NSTC 2P22528; xOCLC,"The tales are: 'Rashness; or Maurice and Charlotte. An English Tale'; 'Benallen and Kaphira; or, Constancy Rewarded. An Othman Tale'; 'Revenge; or, Feudal Strife. A Spanish Tale'. The last two of these tales have separate t.ps",
1251,GARSIDE1800-1829,20100817,1816A055,Fortitude,B. TAYLOR,1816,?,Male,,"FORTITUDE; OR, EUPHEMIA: A NOVEL, IN TWO VOLUMES. BY B. TAYLOR, ESQ","London:                     Printed for W. Simpkin and R. Marshall, Stationers' Court, Ludgate Street, 1816",2 vols (I 270p; II 260p). 12&deg;,Corvey; CME 3-628-48942-3; ECB 578; EN2 1816: 55; NSTC 2T3044; xOCLC,,
1252,GARSIDE1800-1829,20100817,1816A056,Memoirs of Myself,Edmond TEMPLE,1816,?,Male,,MEMOIRS OF MYSELF. BY PILL GARLICK,"London:                     Sold by John Miller, 34, Bow-Street, Covent-Garden; and N. Mahon, and M. Keen, Dublin, 1816","1 vol.  (xv, 275p). 12&deg;",BL N.2068; EN2 1816: 56; NSTC 2P17090/1; OCLC 11632421,"N.B.' at end of Introduction states: 'This book is in fact the Second Volume of the one alluded to above; the Author has only changed the title from ""Life Of Pill Garlick,"" to ""Memoirs of Myself""' (p. iv). See <a href=""titleDetails.asp?title=1813A060""><i>The Life of Pill Garlick</i></a> (EN2 1813: 59)",
1254,GARSIDE1800-1829,20100817,1816A058,Early Feuds,Henry WHITFIELD,1816,?,Male,,"EARLY FEUDS; OR FORTUNE'S FROLICS. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF GERALDWOOD, BUT WHICH? VILLEROY, SIGISMAR, &C","London:                     Printed at the Minerva Press for A. K. Newman and Co. Leadenhall-Street, 1816",3 vols (I 226p; II 274p; III 260p). 12&deg;,Corvey; CME 3-628-47507-4; ECB 176; EN2 1816: 58; NSTC 2F5051; xOCLC,Spine labels are provided at end of vol. 1: these state price as 15s,
1245,GARSIDE1800-1829,20100817,1816A049,Headlong Hall,Thomas Love PEACOCK,1816,?|potgoth,Male,,HEADLONG HALL,"London:                     Printed for T. Hookham, jun. and Co. Old Bond Street, 1816",1 vol.  (216p). 12&deg;,BL N.1687; ECB 260; EN2 1816: 49; NSTC 2P8172; OCLC 18891180,,2nd edn 1816 (NSTC); 3rd edn 1822 (NSTC); 1837 (NSTC); Philadelphia 1816 (NSTC)
1214,GARSIDE1800-1829,20100817,1816A018,Angelion,Karl Friederich von BENKOWITZ,1816,?|potgoth|romance,Male,Maria GEISWEILER,"ANGELION, OR THE WIZARD IN ELIS. A ROMANCE. TAKEN FROM THE GERMAN, BY MARIA DE GEISWEILER. IN THREE VOLUMES","London:                     Published by Sherwood, Neely, and Jones, Paternoster-Row; and Tabart and Co. 85, Piccadilly, 1816","3 vols (I xii, 211p; II 191p; III 208p). 12&deg;",BL 12554.bbb.17; ECB 224; EN2 1816: 18; NSTC 2G4208; xOCLC,"Trans. of <i>Angelion, der Zauberer in Elis</i> (Berlin, 1798&ndash;1800). 'List of Subscribers', vol. 1, pp. [v]&ndash;xii",
1211,GARSIDE1800-1829,20100817,1816A015,"Soldier of Fortune, The",Thomas ASHE,1816,?|romance,Male,,"THE SOLDIER OF FORTUNE: AN HISTORICAL AND POLITICAL ROMANCE. BY CAPT. ASHE, AUTHOR OF THE SPIRIT OF BOOK, LIBERAL CRITIC, &C. &C. IN TWO VOLUMES","London:                     Printed by B. M'Millan, Bow Street, Covent Garden. Sold by Sherwood, Neely, and Jones, Paternoster-Row; and at Galignani's French and English Library, 18, Rue Vivienne, Paris, 1816","2 vols (I viii, 307p; II 319p). 12&deg;",Corvey; CME 3-628-47075-7; ECB 28; EN2 1816: 15; NSTC 2A17457; OCLC 12183422,"Dedication 'to the Right Honourable the Lord Viscount Castlereagh'. 'Note' stating that 'This Historical and Political Romance is framed upon real incidents recorded in the Annals of Ancient Spain', but that 'the characters are all drawn from existing personages, such as Lord Wellington, Buonaparte, &c.'",
1197,GARSIDE1800-1829,20100817,1816A001,Eighteen Hundred and Fifteen,John AGG,1816,?|satire,Male,,"EIGHTEEN HUNDRED AND FIFTEEN; A SATIRICAL NOVEL. BY HUMPHREY HEDGEHOG, ESQ. AUTHOR OF ""A MONTH IN TOWN""&#8212;""THE GENERAL POST BAG,"" ""REJECTED ODES, &C. &C."" IN THREE VOLUMES","London:                     Printed for James Johnston, Cheapside, 1816",3 vols (I 215p; II 210p; III 212p). 12&deg;,Corvey; CME 3-628-47720-4; EN2 1816: 13; NSTC 2A5128; OCLC 12246454,"Sometimes erroneously attributed to John Gifford, who also used this pseudonym",
1224,GARSIDE1800-1829,20100817,1816A028,"Tour to Purgatory and Back, A",Humphrey GLUMP,1816,?|satire,Male,,A TOUR TO PURGATORY AND BACK. A SATIRICAL NOVEL. BY HUMPHREY GLUMP. ESQ,"London:                     Printed by A. Redford, London Road, Southwark, n.d. [1816]","1 vol.  (xii, 219p). 12&deg;",BL 12316.ee.43; EN2 1816: 29; NSTC 2G10950; OCLC 23083829,"Prefatory Introduction', pp. [v]&ndash;xii, signed Tothill Street, Westminster, 1 Nov 1816",
1248,GARSIDE1800-1829,20100817,1816A052,"Antiquary, The",Sir Walter SCOTT,1816,goth,Male,,"THE ANTIQUARY. BY THE AUTHOR OF ""WAVERLEY"" AND ""GUY MANNERING."" IN THREE VOLUMES","Edinburgh:                     Printed by James Ballantyne and Co. for Archibald Constable and Co.; and Longman, Hurst, Rees, Orme, and Brown, London, 1816","3 vols (I viii, 336p; II 348p; III 372p). 12&deg;",Corvey; CME 3-628-48541-X; ECB 21; EN2 1816: 52; NSTC 2S9452; OCLC 2514237,"Novel proper ends vol. 3, p. 355 followed by 'Glossary', pp. [357]&ndash;372","2nd edn 1816 (NSTC); 5th edn 1818 (NSTC); 6th edn 1821 (NSTC); New York 1816 (NSTC, OCLC); French trans., 1817; German trans., 1821. Numerous reprintings in collected edns"
